CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
14099,16,11,3104.17,4,4,4,444,12,VIPs
15491,95,6,3100.09,2,4,4,244,10,REGULARS
17059,29,5,3095.04,3,4,4,344,11,LOYAL
13362,9,4,3090.74,4,3,4,434,11,LOYAL
15998,36,5,3089.97,3,4,4,344,11,LOYAL
16218,29,7,3084.68,3,4,4,344,11,LOYAL
18272,2,6,3078.58,4,4,4,444,12,VIPs
16549,10,9,3075.37,4,4,4,444,12,VIPs
12910,23,8,3075.04,3,4,4,344,11,LOYAL
13631,99,11,3070.42,2,4,4,244,10,REGULARS
16686,47,7,3062.83,3,4,4,344,11,LOYAL
14456,5,9,3062.4,4,4,4,444,12,VIPs
17799,22,10,3055.93,3,4,4,344,11,LOYAL
12957,25,7,3048.64,3,4,4,344,11,LOYAL
16393,2,13,3046.21,4,4,4,444,12,VIPs
12867,96,6,3025.74,2,4,4,244,10,REGULARS
12598,9,8,3023.08,4,4,4,444,12,VIPs
12395,19,12,3018.63,3,4,4,344,11,LOYAL
18094,81,7,3017.3,2,4,4,244,10,REGULARS
12347,2,6,3015.68,4,4,4,444,12,VIPs
12916,138,4,3006.15,2,3,4,234,9,BIG SPENDER
15514,12,10,3003.14,4,4,4,444,12,VIPs
15521,40,8,3000.2,3,4,4,344,11,LOYAL
17659,17,12,2999.46,4,4,4,444,12,VIPs
12779,189,7,2999.41,1,4,4,144,9,REGULARS
17504,206,9,2997.03,1,4,4,144,9,REGULARS
12670,10,5,2996.05,4,4,4,444,12,VIPs
14307,88,6,2995.72,2,4,4,244,10,REGULARS
15687,8,9,2993.1,4,4,4,444,12,VIPs
13451,26,5,2976.15,3,4,4,344,11,LOYAL
14032,2,11,2975.59,4,4,4,444,12,VIPs
15854,4,12,2974.65,4,4,4,444,12,VIPs
14868,3,8,2953.59,4,4,4,444,12,VIPs
17593,3,4,2941.72,4,3,4,434,11,LOYAL
16316,64,8,2938.91,2,4,4,244,10,REGULARS
14961,154,5,2930.28,1,4,4,144,9,REGULARS
14530,25,6,2925.91,3,4,4,344,11,LOYAL
17512,28,10,2924.99,3,4,4,344,11,LOYAL
15606,61,9,2920.16,2,4,4,244,10,REGULARS
17340,80,7,2918.99,2,4,4,244,10,REGULARS
14112,22,7,2915.15,3,4,4,344,11,LOYAL
17937,8,6,2907.66,4,4,4,444,12,VIPs
14291,1,10,2898.37,4,4,4,444,12,VIPs
17644,1,11,2895.64,4,4,4,444,12,VIPs
14547,3,7,2890.46,4,4,4,444,12,VIPs
18144,7,12,2888.75,4,4,4,444,12,VIPs
12408,32,5,2888.55,3,4,4,344,11,LOYAL
13988,19,5,2886.15,3,4,4,344,11,LOYAL
16633,17,6,2883.1,4,4,4,444,12,VIPs
17450,11,9,2876.28,4,4,4,444,12,VIPs
15628,4,9,2870.24,4,4,4,444,12,VIPs
14711,10,11,2868.8,4,4,4,444,12,VIPs
15482,45,7,2863.5,3,4,4,344,11,LOYAL
16928,80,17,2847.6,2,4,4,244,10,REGULARS
15984,2,10,2837.67,4,4,4,444,12,VIPs
14505,17,5,2837.6,4,4,4,444,12,VIPs
14852,58,6,2836.69,2,4,4,244,10,REGULARS
14572,3,7,2832.84,4,4,4,444,12,VIPs
17596,23,7,2827.93,3,4,4,344,11,LOYAL
14903,21,5,2810.63,3,4,4,344,11,LOYAL
18230,9,7,2810.2,4,4,4,444,12,VIPs
13230,4,14,2806.97,4,4,4,444,12,VIPs
17173,5,7,2803.42,4,4,4,444,12,VIPs
16705,0,13,2801.74,4,4,4,444,12,VIPs
13340,45,4,2799.83,3,3,4,334,10,BIG SPENDER
16764,3,13,2799.25,4,4,4,444,12,VIPs
15993,8,7,2797.57,4,4,4,444,12,VIPs
13769,2,10,2796.51,4,4,4,444,12,VIPs
17739,11,7,2791.35,4,4,4,444,12,VIPs
17213,40,7,2781.23,3,4,4,344,11,LOYAL
12388,15,6,2780.66,4,4,4,444,12,VIPs
17838,26,5,2779.3,3,4,4,344,11,LOYAL
13870,2,8,2770.94,4,4,4,444,12,VIPs
15356,31,10,2766.5,3,4,4,344,11,LOYAL
15114,30,10,2760.56,3,4,4,344,11,LOYAL
14854,78,7,2759.83,2,4,4,244,10,REGULARS
17416,77,4,2758.4,2,3,4,234,9,BIG SPENDER
13971,18,8,2758.26,3,4,4,344,11,LOYAL
16655,17,5,2752.21,4,4,4,444,12,VIPs
15251,9,7,2752.09,4,4,4,444,12,VIPs
14808,39,8,2741.17,3,4,4,344,11,LOYAL
15696,33,8,2736.46,3,4,4,344,11,LOYAL
12840,143,4,2726.77,2,3,4,234,9,BIG SPENDER
12708,29,10,2712.91,3,4,4,344,11,LOYAL
15796,1,8,2711.56,4,4,4,444,12,VIPs
16609,135,5,2710.04,2,4,4,244,10,REGULARS
17069,28,9,2709.7,3,4,4,344,11,LOYAL
13285,23,4,2709.12,3,3,4,334,10,BIG SPENDER
13654,43,6,2707.33,3,4,4,344,11,LOYAL
14107,51,7,2703.23,3,4,4,344,11,LOYAL
14732,8,8,2702.49,4,4,4,444,12,VIPs
18097,7,6,2697.8,4,4,4,444,12,VIPs
12939,64,4,2695.32,2,3,4,234,9,BIG SPENDER
15125,25,10,2694.5,3,4,4,344,11,LOYAL
17346,3,15,2676.56,4,4,4,444,12,VIPs
15505,52,4,2666.8,2,3,4,234,9,BIG SPENDER
14713,9,11,2666.36,4,4,4,444,12,VIPs
16843,42,10,2666.22,3,4,4,344,11,LOYAL
15671,18,7,2657.13,3,4,4,344,11,LOYAL
16019,46,8,2656.89,3,4,4,344,11,LOYAL
12721,31,6,2656.13,3,4,4,344,11,LOYAL
18260,172,6,2643.2,1,4,4,144,9,REGULARS
17655,10,7,2638.94,4,4,4,444,12,VIPs
15752,39,7,2637.38,3,4,4,344,11,LOYAL
13804,30,7,2635.79,3,4,4,344,11,LOYAL
13771,64,4,2634.45,2,3,4,234,9,BIG SPENDER
17402,4,13,2633.85,4,4,4,444,12,VIPs
18077,8,11,2633.01,4,4,4,444,12,VIPs
12949,30,7,2632.92,3,4,4,344,11,LOYAL
12502,127,4,2631.52,2,3,4,234,9,BIG SPENDER
13225,60,4,2630.2,2,3,4,234,9,BIG SPENDER
13644,16,4,2624.26,4,3,4,434,11,LOYAL
17965,37,14,2622.57,3,4,4,344,11,LOYAL
16255,16,8,2619.91,4,4,4,444,12,VIPs
14262,8,8,2618.23,4,4,4,444,12,VIPs
13021,4,9,2616.38,4,4,4,444,12,VIPs
14397,2,19,2612.96,4,4,4,444,12,VIPs
12836,59,4,2612.86,2,3,4,234,9,BIG SPENDER
18075,23,10,2611.75,3,4,4,344,11,LOYAL
12726,28,7,2609.1,3,4,4,344,11,LOYAL
15416,64,3,2609.08,2,3,4,234,9,BIG SPENDER
16241,9,13,2607.87,4,4,4,444,12,VIPs
13136,56,5,2607.61,2,4,4,244,10,REGULARS
14408,10,7,2606.53,4,4,4,444,12,VIPs
13983,29,12,2603.43,3,4,4,344,11,LOYAL
12600,28,10,2599.04,3,4,4,344,11,LOYAL
16919,156,11,2596.45,1,4,4,144,9,REGULARS
12705,15,5,2595.32,4,4,4,444,12,VIPs
14243,8,10,2588.77,4,4,4,444,12,VIPs
15033,4,10,2586.67,4,4,4,444,12,VIPs
13911,57,9,2580.91,2,4,4,244,10,REGULARS
14546,5,5,2578.09,4,4,4,444,12,VIPs
16912,28,11,2575.38,3,4,4,344,11,LOYAL
18245,7,7,2567.06,4,4,4,444,12,VIPs
15572,4,7,2552.86,4,4,4,444,12,VIPs
14334,16,8,2552.21,4,4,4,444,12,VIPs
14701,10,9,2549.37,4,4,4,444,12,VIPs
14676,31,6,2548.24,3,4,4,344,11,LOYAL
14776,51,11,2538.3,3,4,4,344,11,LOYAL
17700,16,4,2534.64,4,3,4,434,11,LOYAL
14907,3,6,2529.97,4,4,4,444,12,VIPs
14659,8,9,2529.93,4,4,4,444,12,VIPs
17314,24,8,2527.92,3,4,4,344,11,LOYAL
13975,31,6,2526.28,3,4,4,344,11,LOYAL
17449,2,7,2520.86,4,4,4,444,12,VIPs
13394,1,8,2520.02,4,4,4,444,12,VIPs
15271,7,15,2507.07,4,4,4,444,12,VIPs
12352,36,8,2506.04,3,4,4,344,11,LOYAL
16360,4,5,2505.48,4,4,4,444,12,VIPs
13695,31,15,2504.13,3,4,4,344,11,LOYAL
12517,28,5,2502.84,3,4,4,344,11,LOYAL
15932,4,8,2495.87,4,4,4,444,12,VIPs
16477,63,7,2494.46,2,4,4,244,10,REGULARS
14503,3,5,2491.42,4,4,4,444,12,VIPs
12483,17,8,2484.98,4,4,4,444,12,VIPs
16710,19,10,2483.04,3,4,4,344,11,LOYAL
